2016-07-08 16:49:00.478 ImageDownLoader[8198:1358746] success http://cdn.pttrns.com/97/6936_f.jpg
2016-07-08 16:49:00.479 ImageDownLoader[8198:1358746] success http://cdn.pttrns.com/97/6936_f.jpg
2016-07-08 16:49:00.771 ImageDownLoader[8198:1358746] success http://cdn.pttrns.com/97/6939_f.jpg
2016-07-08 16:49:00.772 ImageDownLoader[8198:1358746] success http://cdn.pttrns.com/97/6939_f.jpg
2016-07-08 16:49:00.843 ImageDownLoader[8198:1358746] success http://cdn.pttrns.com/97/6938_f.jpg
2016-07-08 16:49:00.844 ImageDownLoader[8198:1358746] success http://cdn.pttrns.com/97/6938_f.jpg
2016-07-08 16:49:00.902 ImageDownLoader[8198:1358746] success http://cdn.pttrns.com/97/6937_f.jpg
2016-07-08 16:49:00.903 ImageDownLoader[8198:1358746] success http://cdn.pttrns.com/97/6937_f.jpg
2016-07-08 16:49:01.320 ImageDownLoader[8198:1358746] success http://cdn.pttrns.com/97/6940_f.jpg
2016-07-08 16:49:01.322 ImageDownLoader[8198:1358746] success http://cdn.pttrns.com/97/6940_f.jpg
2016-07-08 16:49:01.517 ImageDownLoader[8198:1358746] success http://cdn.pttrns.com/97/6943_f.jpg
2016-07-08 16:49:01.518 ImageDownLoader[8198:1358746] success http://cdn.pttrns.com/97/6943_f.jpg
2016-07-08 16:49:01.748 ImageDownLoader[8198:1358746] success http://cdn.pttrns.com/97/6941_f.jpg
2016-07-08 16:49:01.749 ImageDownLoader[8198:1358746] success http://cdn.pttrns.com/97/6941_f.jpg
2016-07-08 16:49:02.288 ImageDownLoader[8198:1358743] success http://cdn.pttrns.com/97/6945_f.jpg
2016-07-08 16:49:02.289 ImageDownLoader[8198:1358743] success http://cdn.pttrns.com/97/6945_f.jpg
2016-07-08 16:49:02.619 ImageDownLoader[8198:1358718] success http://cdn.pttrns.com/97/6942_f.jpg
2016-07-08 16:49:02.621 ImageDownLoader[8198:1358718] success http://cdn.pttrns.com/97/6942_f.jpg
2016-07-08 16:49:02.781 ImageDownLoader[8198:1358743] success http://cdn.pttrns.com/97/6935_f.jpg
2016-07-08 16:49:02.781 ImageDownLoader[8198:1358743] success http://cdn.pttrns.com/97/6935_f.jpg
2016-07-08 16:49:03.139 ImageDownLoader[8198:1358735] success http://cdn.pttrns.com/97/6944_f.jpg
